29
12.3

3.5
4.7

1.9
4.1

0
0
0
0

0
0

3.2
3.1
0
0

0
0

0
0

12.6
6.4

0
0

22.4
23.8

0
0

19.6
5.7

16.7
23.1

18.8
30

0
0

10.3
13.8

6.5
5.4

11.6
30.4
19.8
22.3

8.5
6.1

7
4.2

10.7
5.2

15.6
31.3

20
21

26
23

0
0

10.5
17

0
0

14.2
7.7

14.3
10.1


12.8
20

1.9
1.2

15.7
7.2

14.6
13.2

0
0

7.3
13.9

10.5
11.7
18.9
5.7

12.3
11.9

16
11.2

26.3
14.9
16.8
7.8
7.8
6.9

6.7
8

0.3
0.1

17.5
17.1

27
9

6
9.5

14.2
15.4

0
0

6
6.3

16.2
10.3

0
0

0.9
1.2

2.4
1.9

1.8
1.7

4.4
4.6

1.7
2.4

17.9
14.3

0
0

1.2
2.2

3.4
4.2

1.4
0.5

0
0

15.6
6.1

21.4
22.5

19.4
19.2

6.6
3.3

16.3
37.2

5.1
7.6

10.7
31.2

4.1
4.1

6.6
5.3

0
0

15.7
18.4

11.5
14.7

1.4
2.2

22.4
19.4

2
0

0
1

7.2
5.6

2.7
1.4

23.9
8

5
5.4
0
0

0
0

0
0

7
11.1
0
0

0
1.5

12.5
5.4

0
0

4.2
5.9

0
0

0.7
0.9

19.8
15

0.8
1.6

13.9
9.5

2.8
4.6

2
1.5

12.3
21.1

5.7
4.3

2.6
5.7

2.2
1.7

6.5
2.8

9.3
15.7

0.5
1.8

26.3
12.2

0
0

0
0

10
11.4

19.4
16.3
0.2
0.8

4.57
6.1

0.3
0.6

-0.3
1

4.4
4.6

0.7
0.6

15.6
11.4

1.7
1.8

28.2
15.4

4.7
4.7

7.5
9.7

0.3
1.2

4.6
10.5

0.3
0.05

1.6
2.4

7.2
14.4

3.9
3.3

2.8
2.6

4
5

7.3
10.6

4.6
3.4
